no,date,time,traffic_type,variation_traffic_from,external_ip,internal_ip,protocol,packet_loss,throughput,latency,jitter,ping,packet_length
864,3/26/2024,13:19:10,Voice,VoIP,35.229.206.207,163.116.193.119,ICMP,0.81,4.14,64.64,5.17,26,64
865,3/26/2024,13:53:48,Voice,VoIP,35.229.206.207,163.116.193.118,ICMP,1.12,3.45,66.56,8.35,200,64
866,3/26/2024,14:30:14,Voice,VoIP,35.229.206.207,163.116.193.117,ICMP,1.67,3.92,68.25,6.54,202,64
867,3/26/2024,14:51:04,Voice,VoIP,35.229.206.207,163.116.193.116,ICMP,7.63,3.16,75.25,9.02,203,64
868,3/26/2024,15:26:05,Voice,VoIP,35.229.206.207,163.116.193.115,ICMP,4.07,3.87,65.77,6.2,210,64
869,3/26/2024,15:41:33,Voice,VoIP,35.229.206.207,163.116.193.114,ICMP,0.8,4.25,66.01,4.8,27,64
870,3/26/2024,20:59:22,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7355932203,22,89,32,1999
871,3/26/2024,21:01:05,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.704218107,29,85,37,2058
872,3/26/2024,21:06:03,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.9113924051,23,97,45,2016
873,3/26/2024,21:07:05,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.5796080508,22,97,31,2007
874,3/26/2024,21:08:11,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6336702128,21,86,33,1987
875,3/27/2024,3:35:07,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7311440678,22,94,29,2004
876,3/27/2024,3:36:11,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.8998945148,23,92,38,2011
877,3/27/2024,3:37:31,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.96,21,93,47,1994
878,3/27/2024,3:38:02,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6766419492,22,94,35,2004
879,3/27/2024,3:38:41,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,1.243908898,22,92,55,2002
880,3/27/2024,3:39:15,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,1.1092827,23,94,44,2013
881,3/27/2024,3:40:12,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7443037975,23,99,32,2018
882,3/27/2024,3:41:01,Video,YouTube,36.65.255.55,192.168.0.112,TCP,7,1.255791841,25,94,62,2044.478348
883,3/27/2024,3:41:44,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7119198312,23,94,34,2013
884,3/27/2024,3:42:11,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6664556962,23,93,36,2012
885,3/27/2024,3:44:25,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.8008474576,22,79,35,1989
886,3/27/2024,3:50:21,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7783613445,24,92,38,2020
887,3/27/2024,3:51:42,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6203256303,24,90,31,2018
888,3/27/2024,3:52:06,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6579497908,25,81,34,2018
889,3/27/2024,3:52:42,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6029411765,24,93,35,2021
890,3/27/2024,3:53:02,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.717721519,23,91,36,2010
891,3/27/2024,3:53:39,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6847689076,24,80,41,2008
892,3/27/2024,3:54:14,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.5719148936,21,94,32,1995
893,3/27/2024,3:54:47,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6717299578,23,94,32,2013
894,3/27/2024,3:55:10,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7569915254,22,97,36,2007
895,3/27/2024,3:56:01,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6819915254,22,94,37,2004
896,3/27/2024,4:48:11,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6525423729,22,95,32,2005
897,3/27/2024,4:55:02,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7398148148,29,93,34,2066
898,3/27/2024,4:56:05,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,1.087447034,22,94,49,2004
899,3/27/2024,4:57:04,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.700210084,24,92,33,2020
900,3/27/2024,4:57:41,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6962025316,23,92,33,2011
901,3/27/2024,4:58:11,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7996323529,24,94,35,2022
902,3/27/2024,4:58:49,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6599156118,23,95,34,2014
903,3/27/2024,4:59:20,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6869173729,22,92,33,2002
904,3/27/2024,5:00:03,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7057446809,21,93,31,1994
905,3/27/2024,5:00:39,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6387711864,22,95,30,2005
906,3/27/2024,5:01:23,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,1.117446809,21,92,52,1993
907,3/27/2024,5:02:03,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7231914894,21,88,33,1989
908,3/27/2024,5:02:46,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6595744681,21,98,31,1999
909,3/27/2024,5:04:33,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6337923729,22,94,31,2004
910,3/27/2024,5:05:07,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7005319149,21,91,30,1992
911,3/27/2024,5:06:14,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.9880826271,22,94,41,2004
912,3/27/2024,5:06:52,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7455508475,22,85,34,1995
913,3/27/2024,5:08:04,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6311181435,23,95,31,2014
914,3/27/2024,5:08:37,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,1.009780335,25,95,43,2032
915,3/27/2024,5:09:21,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6869173729,22,96,33,2006
916,3/27/2024,5:10:19,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7324894515,23,93,32,2012
917,3/27/2024,5:13:42,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.6861924686,25,82,32,2019
918,3/27/2024,5:16:22,Video,YouTube,36.65.255.55,192.168.0.112,TCP,0,0.7223628692,23,99,32,2018
919,3/27/2024,14:33:04,Video,TikTok,167.205.0.224,10.5.106.48,TCP,11,1.012025156,26,18,37,1985.354904
920,3/27/2024,14:35:05,Video,TikTok,167.205.0.224,10.5.106.48,TCP,13,1.031635671,32,87,34,2112.920973
921,3/27/2024,14:35:43,Video,TikTok,167.205.0.224,10.5.106.48,TCP,10,1.095633,36,13,42,2069.20202
922,3/27/2024,14:36:11,Video,TikTok,167.205.0.223,10.5.105.53,TCP,7,1.9527289,52,95,87,2290.001007
923,3/27/2024,14:37:31,Video,TikTok,167.205.0.223,10.5.105.53,TCP,0,1.420550847,22,85,30,1995
924,3/27/2024,14:40:13,Video,TikTok,167.205.0.223,10.5.105.53,TCP,0,0.9928797468,23,85,25,2004
925,3/27/2024,14:41:22,Video,TikTok,167.205.0.223,10.5.105.53,TCP,0,1.16440678,22,78,24,1988
926,3/27/2024,14:41:53,Video,TikTok,167.205.0.223,10.5.105.53,TCP,0,0.9607594937,23,86,23,2005
927,3/27/2024,14:42:11,Video,TikTok,167.205.0.223,10.5.105.53,TCP,0,1.227584388,23,82,25,2001
928,3/27/2024,14:43:33,Video,TikTok,167.205.0.223,10.5.105.53,TCP,0,0.8531118143,23,82,25,2001
929,3/27/2024,14:44:32,Video,TikTok,167.205.0.223,10.5.105.53,TCP,0,1.279352227,33,90,32,2099
930,3/27/2024,14:45:32,Video,TikTok,167.205.0.224,10.5.106.48,TCP,3,1.285097542,25,89,31,2031.75326
931,3/27/2024,14:46:12,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.360111789,32,364,29,2364
932,3/27/2024,14:47:00,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.312044534,33,93,29,2102
933,3/27/2024,14:49:23,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.241935484,34,52,28,2070
934,3/27/2024,14:50:18,Video,TikTok,167.205.0.224,10.5.106.48,TCP,7,1.398676829,32,51,28,2064.873112
935,3/27/2024,14:51:26,Video,TikTok,167.205.0.224,10.5.106.48,TCP,3,1.38500253,33,87,30,2101.945838
936,3/27/2024,14:52:29,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.348378661,25,88,29,2025
937,3/27/2024,14:52:57,Video,TikTok,167.205.0.224,10.5.106.48,TCP,7,1.512152813,26,91,33,2050.534743
938,3/27/2024,14:53:04,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.19809322,22,86,26,1996
939,3/27/2024,14:54:13,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.170886076,23,86,25,2005
940,3/27/2024,14:55:09,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.172826087,39,85,26,2148
941,3/27/2024,14:56:14,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.135871849,24,84,27,2012
942,3/27/2024,14:56:44,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.188559322,22,90,30,2000
943,3/27/2024,14:57:28,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.131223629,23,86,28,2005
944,3/27/2024,16:16:03,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.152330508,22,91,28,2001
945,3/27/2024,16:17:13,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.112183544,23,90,27,2009
946,3/27/2024,16:18:05,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.139556962,23,86,26,2005
947,3/27/2024,16:18:49,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.171271008,24,85,29,2013
948,3/27/2024,16:19:28,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.07943038,23,80,27,1999
949,3/27/2024,16:20:16,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.162236287,23,88,28,2007
950,3/27/2024,16:21:04,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.379746835,23,87,30,2006
951,3/27/2024,16:21:46,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.244117647,24,86,28,2014
952,3/27/2024,16:22:08,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,1.179025424,22,86,28,1996
953,3/27/2024,17:37:03,Video,TikTok,167.205.0.224,10.5.106.48,TCP,0,0.6510638298,21,90,36,1991
954,3/27/2024,17:39:03,Video,TikTok,36.65.252.246,192.168.0.112,TCP,0,0.6742584746,22,326,38,2236
955,3/27/2024,17:39:48,Video,TikTok,36.65.252.246,192.168.0.112,TCP,0,0.6491561181,23,73,34,1992
956,3/27/2024,17:40:08,Video,TikTok,36.65.252.246,192.168.0.112,TCP,0,1.004819915,22,80,61,1990
957,3/27/2024,17:41:33,Video,TikTok,36.65.252.246,192.168.0.112,TCP,0,0.5919680851,21,84,31,1985
958,3/27/2024,17:42:22,Video,TikTok,36.65.252.246,192.168.0.112,TCP,3,0.6056143987,23,67,33,1991.705115
959,3/27/2024,17:43:48,Video,TikTok,36.65.252.246,192.168.0.112,TCP,3,0.8245844809,22,102,45,2017.681043
960,3/27/2024,17:44:33,Video,TikTok,36.65.252.246,192.168.0.112,TCP,3,0.5447438298,21,82,32,1988.656971
961,3/27/2024,17:45:13,Video,TikTok,36.65.252.246,192.168.0.112,TCP,6,0.7021446809,21,94,40,2006.348089
962,3/27/2024,17:46:03,Video,TikTok,36.65.252.246,192.168.0.112,TCP,7,0.6092644068,22,96,32,2019.309164
963,3/27/2024,17:47:21,Video,TikTok,36.65.252.246,192.168.0.112,TCP,0,0.6158898305,22,89,34,1999
964,3/27/2024,17:48:05,Video,TikTok,36.65.252.246,192.168.0.112,TCP,3,0.5960877119,22,80,34,1995.681043
965,3/27/2024,17:50:24,Video,TikTok,36.65.252.246,192.168.0.112,TCP,0,0.5261603376,23,92,29,2011
966,3/27/2024,17:53:38,Video,TikTok,36.65.252.246,192.168.0.112,TCP,3,0.5470879747,23,80,34,2004.705115
967,3/27/2024,17:53:58,Video,TikTok,36.65.252.246,192.168.0.112,TCP,7,0.6037944915,22,83,35,2006.309164
968,3/27/2024,17:54:07,Video,TikTok,36.65.252.246,192.168.0.112,TCP,0,0.5847457627,22,99,32,2009
969,3/27/2024,18:01:23,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,1.930258186,183,81,201,3440
970,3/27/2024,18:02:35,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.896969697,182,88,239,3438
971,3/27/2024,18:03:12,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.209469697,182,97,228,3447
972,3/27/2024,18:04:31,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.226265823,181,92,201,3433
973,3/27/2024,18:05:43,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.254542607,185,81,185,3458
974,3/27/2024,18:06:19,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.172701511,183,80,185,3439
975,3/27/2024,18:07:04,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.201826196,183,78,185,3437
976,3/27/2024,18:08:16,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.054773869,184,94,188,3462
977,3/27/2024,18:08:46,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.389746835,181,92,203,3433
978,3/27/2024,18:09:11,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.616360759,181,90,217,3431
979,3/27/2024,18:11:03,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.003778338,183,94,185,3453
980,3/27/2024,18:12:08,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.058609069,194,81,203,3539
981,3/27/2024,18:13:05,Game,Xbox,36.65.252.246,192.168.0.112,TCP,10,2.5734375,182,81,225,3463
982,3/27/2024,18:14:20,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.235949367,181,85,184,3426
983,3/27/2024,18:14:52,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.359099496,183,81,185,3440
984,3/27/2024,18:15:21,Game,Xbox,36.65.252.246,192.168.0.112,TCP,3,2.870151515,182,344,240,3703.532598
985,3/27/2024,18:16:11,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.236675127,180,93,188,3425
986,3/27/2024,18:16:55,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.546095718,183,80,224,3439
987,3/27/2024,18:17:25,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.183375635,180,80,185,3412
988,3/27/2024,18:18:28,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.385696203,181,94,188,3435
989,3/27/2024,18:19:08,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,3.063132911,181,93,239,3434
990,3/27/2024,18:20:24,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.437626263,182,93,197,3443
991,3/27/2024,18:21:13,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.428998741,183,90,185,3449
992,3/27/2024,18:53:03,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.807575758,182,93,218,3443
993,3/27/2024,18:54:10,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.136708861,181,80,211,3421
994,3/27/2024,18:54:47,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.478607595,181,80,183,3421
995,3/27/2024,18:55:19,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.079292929,182,83,184,3433
996,3/27/2024,18:56:22,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.506944444,182,92,190,3442
997,3/27/2024,18:57:04,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.646433081,182,81,203,3431
998,3/27/2024,18:58:15,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.013216958,187,80,184,3475
999,3/27/2024,18:58:22,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.272405063,181,71,204,3412
1000,3/27/2024,18:59:06,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.440972222,182,83,185,3433
1001,3/27/2024,19:00:03,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.875910804,184,91,233,3459
1002,3/27/2024,19:01:50,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.340759494,181,90,184,3431
1003,3/27/2024,19:02:37,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,3.324689055,188,92,277,3496
1004,3/27/2024,19:03:23,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.909547739,184,92,240,3460
1005,3/27/2024,19:04:18,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.423674242,182,88,201,3438
1006,3/27/2024,19:05:11,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.169796954,180,92,206,3424
1007,3/27/2024,19:05:41,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.118969849,184,74,202,3442
1008,3/27/2024,19:08:09,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.079502519,183,81,185,3440
1009,3/27/2024,19:15:05,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.15506927,183,67,195,3426
1010,3/27/2024,20:04:08,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.272405063,181,80,187,3421
1011,3/27/2024,20:05:18,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.748987342,181,96,254,3437
1012,3/27/2024,20:06:27,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.18790932,183,71,202,3430
1013,3/27/2024,20:09:25,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.002962963,191,81,208,3512
1014,3/27/2024,20:10:19,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.242279412,194,81,228,3539
1015,3/27/2024,20:11:28,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.299527708,183,92,199,3451
1016,3/27/2024,20:11:56,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.356658291,184,78,222,3446
1017,3/27/2024,20:14:31,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.058259494,181,80,193,3421
1018,3/27/2024,20:16:23,Game,Xbox,36.65.252.246,192.168.0.112,TCP,0,2.022025316,181,80,196,3421
